Cod Int;Descrição;Classificação;Soma de estoque_teorico;Soma de estoque_contado;Dif; Cst Med ; Total ;Observações;
60156;CHUP LOLLY JOY RED TAM2 RS;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;3;3;0;R$ 5,10; R$ -   ;Ok;
64267;CHUP LOLLY OCEANO RED TAM2 AZ;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;1;1;0;R$ 6,33; R$ -   ;Ok;
61546;CHUP LOLLY TIP BORB ORT TAM2 AZ;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;2;2;0;R$ 6,11; R$ -   ;Ok;
62874;CHUP LOLLY TIP BORB RED TAM2 AZ;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;3;3;0;R$ 6,12; R$ -   ;Ok;
62873;CHUP LOLLY TIP BORB RED TAM2 RS;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;3;3;0;R$ 5,86; R$ -   ;Ok;
60005;CHUP LOLLY VIVA ORT TAM2 TRICOLOR;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;7;7;0;R$ 6,47; R$ -   ;Ok;
71527;CHUP MAM AIR NIGHT 6+MESES AZ;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;1;1;0;R$ 27,20; R$ -   ;Ok;
71516;CHUP MAM REF. 2953 AIR 18+MESES AZ;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;2;2;0;R$ 27,49; R$ -   ;Ok;
71526;CHUP MAM TRENDS 6+ MESES RS;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;3;3;0;R$ 23,22; R$ -   ;Ok;
63075;CICATRICURE CONT OLEOS BLUR E FILLER 15G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;2;2;0;R$ 42,70; R$ -   ;Ok;
111282;CICATRICURE PORCELANA CREME ANTIMARCAS FACIL 50G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;2;2;0;R$ 51,56; R$ -   ;Ok;
111283;CICATRICURE PORCELANA PEELING FACIAL ANTIMARCAS 30ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;1;1;0;R$ 58,83; R$ -   ;Ok;
103080;CICATRICURE PROT SOL FPS50 C CLARA 40G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > DERMOCOSMETICOS;1;1;0;R$ 41,78; R$ -   ;Ok;
103083;CICATRICURE PROT SOL FPS50 C MEDIA;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > DERMOCOSMETICOS;1;1;0;R$ 39,41; R$ -   ;Ok;
103131;KIT  ELSEVE PURE HIALURONICOR SHAMPOO 375ML + CONDICIO 170ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CABELO;16;14;-2;R$ 27,54;-R$ 55,08;Perda;#N/D
73415;CICLOBENZAPRINA  10MG C/ 30CP(EUR);PRINCIPAL > 2 - GENÉRICOS > GEN RX SEM ONE;19;19;0;R$ 9,90; R$ -   ;Ok;
500;CICLOBENZAPRINA 10 MG C/ 15 CP;PRINCIPAL > 2 - GENÉRICOS > GEN RX;7;7;0;R$ 6,32; R$ -   ;Ok;
73672;CICLOBENZAPRINA 10MG C/ 15CP(CIM);PRINCIPAL > 2 - GENÉRICOS > GEN RX ONE;1;1;0;R$ 4,14; R$ -   ;Ok;
73387;CICLOBENZAPRINA 10MG C/ 30CP(ACH);PRINCIPAL > 2 - GENÉRICOS > GEN RX;2;2;0;R$ 8,00; R$ -   ;Ok;
73675;CICLOBENZAPRINA 10MG C/ 30CP(CIM);PRINCIPAL > 2 - GENÉRICOS > GEN RX SEM ONE;3;3;0;R$ 3,08; R$ -   ;Ok;
73264;CICLOBENZAPRINA 5MG C/ 15CP(EUR);PRINCIPAL > 2 - GENÉRICOS > GEN RX SEM ONE;8;8;0;R$ 5,50; R$ -   ;Ok;
73381;CICLOBENZAPRINA 5MG C/ 30CP(ACH);PRINCIPAL > 2 - GENÉRICOS > GEN RX;3;3;0;R$ 7,99; R$ -   ;Ok;
73674;CICLOBENZAPRINA 5MG C/ 30CP(CIM);PRINCIPAL > 2 - GENÉRICOS > GEN RX;5;5;0;R$ 3,07; R$ -   ;Ok;
1172;CICLOBENZAPRINA 5MG C/30CP;PRINCIPAL > 2 - GENÉRICOS > GEN RX SEM ONE;6;6;0;R$ 7,41; R$ -   ;Ok;
58725;OLEO CAPILAR EXTRAORDINARIO ELSEVE TRATAMENTO SUBLIME 100ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;34;32;-2;R$ 27,51;-R$ 55,02;Perda;#N/D
923;CICLOPIROX OLAMINA CR 20G;PRINCIPAL > 2 - GENÉRICOS > GEN RX;3;3;0;R$ 10,18; R$ -   ;Ok;
760;CICLOPIROX OLAMINA GTS 15ML;PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;1;1;0;R$ 8,08; R$ -   ;Ok;
30;TETRAMED 500MG C/ 4CAPS;PRINCIPAL > 3 - SIMILARES > SIM ANTIM BONIF;11;36;25;R$ 1,85;R$ 46,25;Sobra;
573;CIFLOGEX DIET MENTA/LIMAO 12 PASTILHAS;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;22;22;0; R$ -   ; R$ -   ;Ok;
283;CIFLOGEX LARANJA C/ 12PASTILHAS;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;31;30;-1; R$ -   ; R$ -   ;Ok;
354;CIFLOGEX MEL/LIMAO 12 PASTILHAS;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;27;27;0; R$ -   ; R$ -   ;Ok;
355;CIFLOGEX MENTA/LIMAO 12 PASTILHAS;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;15;9;-6; R$ -   ; R$ -   ;Ok;
58666;CILIOS POST BELLIZ LONGOS SUAVE;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > ACESSORIOS MAQUIAGEM;1;1;0;R$ 8,18; R$ -   ;Ok;
69309;CILIOS POST BELLIZ NATURAIS VOL. 2 LONGO -;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > ACESSORIOS MAQUIAGEM;2;2;0;R$ 10,63; R$ -   ;Ok;
69310;CILIOS POST BELLIZ NATURAIS VOL. 2 MEDIO -;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > ACESSORIOS MAQUIAGEM;1;1;0;R$ 10,76; R$ -   ;Ok;
1231;CILOSTAZOL   50MG C/ 30CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT SEM ONE;10;10;0;R$ 9,02; R$ -   ;Ok;
102855;CILOSTAZOL  50MG C/30 CP;PRINCIPAL > 2 - GENÉRICOS > GEN_RX;4;4;0;R$ 11,33; R$ -   ;Ok;
56030;CILOSTAZOL 100MG C/ 30CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT SEM ONE;1;1;0;R$ 16,22; R$ -   ;Ok;
56367;CILOSTAZOL 100MG C/ 60CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;3;3;0;R$ 28,54; R$ -   ;Ok;
107512;CILOSTAZOL 100MG C/30 (BIG);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;4;4;0;R$ 15,99; R$ -   ;Ok;
102856;CILOSTAZOL 50MG C/60 CP;PRINCIPAL > 2 - GENÉRICOS > GEN_RX;5;5;0;R$ 17,43; R$ -   ;Ok;
605;CIMECORT CR 15G;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF ONE;2;2;0;R$ 4,46; R$ -   ;Ok;
738;CIMECORT CR 30G;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF ONE;1;1;0;R$ 6,94; R$ -   ;Ok;
479;CIMEGRIPE 400MG 20 CAPS;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ULT ONE;470;470;0;R$ 6,99; R$ -   ;Ok;
69311;CIMEGRIPE DOR E FEBRE 750MG 20UND;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ONE;3;3;0;R$ 7,21; R$ -   ;Ok;
345;CIMEGRIPE GTS 20ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ULT ONE;8;8;0;R$ 7,76; R$ -   ;Ok;
119177;CIMEGRIPE MUC 1G 10CP EFERVESCENTES;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;5;5;0;R$ 6,59; R$ -   ;Ok;
63865;CIMEGRIPE RUB  POTE 30G;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;6;6;0;R$ 13,08; R$ -   ;Ok;
222;CIMELIDE 100MG C/ 12CP;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF;8;8;0;R$ 5,00; R$ -   ;Ok;
449;CIMELIDE GTS 15ML;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF ONE;10;10;0;R$ 4,08; R$ -   ;Ok;
627;CIMETIDINA  200MG C/ 20CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT SEM ONE;5;5;0;R$ 6,59; R$ -   ;Ok;
171;CIMETIDINA 200MG C/ 10CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;17;17;0;R$ 3,40; R$ -   ;Ok;
1073;CIMETIDINA 400MG C/16CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;5;5;0;R$ 10,44; R$ -   ;Ok;
284;CINARIZINA 25MG C/30CP;PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;4;4;0;R$ 9,23; R$ -   ;Ok;
538;CINARIZINA 75 MG C/ 30 CP;PRINCIPAL > 2 - GENÉRICOS > GEN RX ULT ONE;3;3;0;R$ 14,22; R$ -   ;Ok;
61450;CINTA MODELADORA KESTAL  PRETO 1UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ORTOPEDICOS;1;1;0;R$ 87,09; R$ -   ;Ok;
58072;CIPIDE 100MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;2;2;0;R$ 42,04; R$ -   ;Ok;
69313;CIPIDE 100MG C/60CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 69,82; R$ -   ;Ok;
73790;CIPROFIBRATO 100MG C/ 30CP(BIOLAB);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;8;8;0;R$ 11,90; R$ -   ;Ok;
73848;CIPROFIBRATO 100MG C/ 30CP(EUR);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;1;1;0;R$ 18,35; R$ -   ;Ok;
1607;DIPROSONE CR 30G;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;2;1;R$ 45,29;R$ 45,29;Sobra;
73477;CIPROFIBRATO 100MG C/ 30CP(NEO);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;4;4;0;R$ 17,67; R$ -   ;Ok;
71434;CIPROFIBRATO 100MG C/ 60CP (BIOLAB);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;1;1;0;R$ 27,58; R$ -   ;Ok;
57786;LEITE NAN COMFOR 0 A 6 MESES 800G;PRINCIPAL > 7 - LEITES E FRALDAS > FORMULAS INFANTIS;10;9;-1;R$ 61,68;-R$ 61,68;Ajustado;7,90E+12
57072;CISTEIL 200MG C/ 16 ENV 5G;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ULT ONE;3;3;0;R$ 13,95; R$ -   ;Ok;
118145;OLMESARTANA+HIDROCLOROTIA 40MG+25MG 30CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;2;0;-2;R$ 27,08;-R$ 54,16;Perda;#N/D
1332;CISTEIL 40MG XPE ADT 120ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ULT ONE;1;1;0;R$ 11,33; R$ -   ;Ok;
66200;CITOBE 100MG + 100MG + 5000MCG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;2;2;0;R$ 62,75; R$ -   ;Ok;
71971;CITOBE-DEXA 3X1ML +3X2ML;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;2;2;0;R$ 35,90; R$ -   ;Ok;
72154;CITONEURIN 100MG + 100MG + 5.000MCG C/ 30DRGS;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;2;2;0;R$ 70,41; R$ -   ;Ok;
72248;CITONEURIN CONTROL 100MG + 50MG + 1000MCG C/30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 57,95; R$ -   ;Ok;
70386;CITRUSEC MOROSIL C/60CAPS;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;1;1;0;R$ 73,94; R$ -   ;Ok;
67018;CL TANSULOSINA 0,4MG C/ 60CP REV;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT SEM ONE;4;4;0;R$ 69,13; R$ -   ;Ok;
156;CLANISTIL  COLIRIO 15ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ONE;9;9;0;R$ 5,74; R$ -   ;Ok;
618;CLARIL COLIRIO 15ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;4;4;0;R$ 19,66; R$ -   ;Ok;
56081;CLARITIN 10MG C/ 12CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;1;1;0;R$ 17,30; R$ -   ;Ok;
70127;FRALDA BABYSEC SHORTINHO HIPER G 48 UNIDADES;PRINCIPAL > 7 - LEITES E FRALDAS > FRALDAS INFANTIS;1;0;-1;R$ 53,15;-R$ 53,15;Perda;0
118215;CLARITROMICINA 500MG 14CP (MEDLEY);PRINCIPAL > 2 - GENÉRICOS > GEN ANTIMI ONE;2;2;0;R$ 66,97; R$ -   ;Ok;
1552;CLEANKINOL 40MG CR 30G;PRINCIPAL > 3 - SIMILARES > SIM RX ULT ONE;3;3;0;R$ 48,08; R$ -   ;Ok;
1474;CLEANKINOL 40MG GEL DERM 30G;PRINCIPAL > 3 - SIMILARES > SIM RX ULT ONE;5;5;0;R$ 43,60; R$ -   ;Ok;
72758;CLEARBLUE DIG SAIBA ANTES;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;3;3;0;R$ 18,48; R$ -   ;Ok;
60416;CLEARBLUE DIGITAL TESTE/SEMANA 01UND;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;6;6;0;R$ 36,17; R$ -   ;Ok;
62431;CLEARBLUE PLUS C/ 1UND;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;4;4;0;R$ 12,64; R$ -   ;Ok;
56286;CLENIL A C/ 10FLAC INALACAO;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;5;5;0;R$ 75,73; R$ -   ;Ok;
1934;CLENIL COMPOSITIUM HFA SPRAY 200 DOSE;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 48,75; R$ -   ;Ok;
56026;CLENIL HFA  50MCG 50MCG SPRAY C/ 200DOSES;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;4;4;0;R$ 30,79; R$ -   ;Ok;
56464;CLENIL HFA 250MCG SPRAY C/ 200 DOSES;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;6;6;0;R$ 40,54; R$ -   ;Ok;
76243;CHOC SNICKERS ORIGINAL 42G;PRINCIPAL > 4 - DIAMANTES > DIAMANTE 0 - 5%;60;44;-16;R$ 3,26;-R$ 52,16;Perda;#N/D
56664;CLEXANE SAFE   40MG C/ 02AMP 0,4ML;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 113,61; R$ -   ;Ok;
56352;CLIFEMIN 160MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;2;2;0;R$ 107,63; R$ -   ;Ok;
69319;CLILON 0,4% SOL OFT 5ML;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;2;2;0;R$ 34,38; R$ -   ;Ok;
69320;CLILON 0,5% SOL OFT 5ML;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 46,97; R$ -   ;Ok;
1414;CLIMENE C/ 21CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 31,42; R$ -   ;Ok;
59069;CLOBETASOL LOCAO CAP 50G;PRINCIPAL > 2 - GENÉRICOS > GEN RX ONE;2;2;0;R$ 15,82; R$ -   ;Ok;
434;CLOBETASOL POMADA 0,5MG/G 30G NEO QUIM;PRINCIPAL > 2 - GENÉRICOS > GEN RX SEM ONE;4;4;0;R$ 7,38; R$ -   ;Ok;
66987;CLOMARDINONA + ETINILESTRADIOL 2MG+0,03MG C/ 21CP;PRINCIPAL > 2 - GENÉRICOS > GEN ANTICONC ULT ONE;2;2;0;R$ 10,30; R$ -   ;Ok;
56304;CLOMID 50MG C/ 10CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;2;2;0;R$ 62,04; R$ -   ;Ok;
65393;CLOPE  3,54MG/ML XPE 120ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP SEM ONE;7;7;0;R$ 18,52; R$ -   ;Ok;
66178;CLOPERASTINA 3,54MG C/ 120ML;PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP ONE;4;4;0;R$ 19,38; R$ -   ;Ok;
56571;CLOPIDOGREL 75MG 30CPR EUROFARMA;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;5;5;0;R$ 14,67; R$ -   ;Ok;
73531;CLOPIDOGREL 75MG C/ 28CP(EMS);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;3;3;0;R$ 19,80; R$ -   ;Ok;
73529;CLOPIDOGREL 75MG C/ 28CP(LEG);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;3;3;0;R$ 13,88; R$ -   ;Ok;
73537;CLOPIDOGREL 75MG C/ 28CP(SAN);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;3;3;0;R$ 13,69; R$ -   ;Ok;
56257;CLOPIN 75MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 56,06; R$ -   ;Ok;
58748;CLOPIN DUO 75 + 100MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 67,54; R$ -   ;Ok;
1289;CLORATADD 1 MG/ML XPE 100 ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;2;2;0;R$ 8,01; R$ -   ;Ok;
62310;CLORETO DE MAGNES C/ 100CP;PRINCIPAL > 3 - SIMILARES > SIM_LIBERADO;1;1;0;R$ 30,81; R$ -   ;Ok;
107457;CLORETO DE MAGNESIO P.A C/60 CAPS;PRINCIPAL > 3 - SIMILARES > OFICINAIS;1;1;0;R$ 10,72; R$ -   ;Ok;
63646;CLORIDRATO DE AMIODARONA 100MG 30CP (MEDLEY);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;2;2;0;R$ 13,95; R$ -   ;Ok;
106258;CLORIDRATO DE BROMEXINA 8 MG/5 ML XPE ADT 120 ML;PRINCIPAL > 2 - GENÉRICOS > GENERICO;2;2;0;R$ 12,87; R$ -   ;Ok;
119504;CLORIDRATO DE ONDANSETRON 4MG 10 COMPRIMIDOS;PRINCIPAL > 2 - GENÉRICOS > GEN_RX;2;2;0;R$ 3,98; R$ -   ;Ok;
119505;CLORIDRATO DE ONDANSETRON 8MG 10 COMPRIMIDOS;PRINCIPAL > 2 - GENÉRICOS > GEN_RX;2;2;0;R$ 11,50; R$ -   ;Ok;
110960;CLORIDRATO DE PIOGLITAZONA 15MG 30CP (TEUTO);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;5;5;0;R$ 24,24; R$ -   ;Ok;
57096;CLORIDRATO DE PIOGLITAZONA 30MG 15CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;2;2;0;R$ 34,62; R$ -   ;Ok;
94005;CLORIDRATO DE PIOGLITAZONA 30MG 30CP (TEUTO);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;2;2;0;R$ 42,60; R$ -   ;Ok;
1189;AMOXICILINA 400MG/5ML 100ML (EUROF);PRINCIPAL > 2 - GENÉRICOS > GEN ANTIMI ULT ONE;5;2;-3;R$ 17,25;-R$ 51,75;Perda;#N/D
57412;AGUL BD 25X0,7MM UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > AGULHA E SERINGAS;1798;1986;188;R$ 0,24;R$ 45,12;Sobra;
189;CLOTRIMAZOL  CR DERM 20G;PRINCIPAL > 2 - GENÉRICOS > GEN OTC SEM ONE;5;5;0;R$ 4,86; R$ -   ;Ok;
1508;CLOTRIMAZOL  CR VAG 35G;PRINCIPAL > 2 - GENÉRICOS > GEN RX SEM ONE;2;2;0;R$ 16,14; R$ -   ;Ok;
187;CLOTRIMAZOL 10 MG/G CR DERM 20 G;PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP;4;4;0;R$ 6,97; R$ -   ;Ok;
183;CLOTRIMAZOL 10MG/G CR 20G;PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP;4;4;0;R$ 6,93; R$ -   ;Ok;
1509;CLOTRIMAZOL CR VAG 35G+06APLICADORES;PRINCIPAL > 2 - GENÉRICOS > GEN RX;11;11;0;R$ 19,33; R$ -   ;Ok;
61416;COBAPETIT XPE 100ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ULT ONE;6;6;0;R$ 12,33; R$ -   ;Ok;
58114;COBAVITAL C/ 16 MICRO CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;2;2;0;R$ 18,46; R$ -   ;Ok;
61342;COBAVITAL C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;7;7;0;R$ 31,00; R$ -   ;Ok;
69325;COENZIMA Q10  100MG C/30CAPS;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;4;4;0;R$ 43,50; R$ -   ;Ok;
61711;COENZIMA Q10 100MG C/ 60 CAPS;PRINCIPAL > 3 - SIMILARES > SIM_LIBERADO;1;1;0;R$ 53,06; R$ -   ;Ok;
76879;COENZIMA Q10 100MG C/30 CP;PRINCIPAL > 4 - DIAMANTES > DIAMANTE 0 - 5%;6;6;0;R$ 31,44; R$ -   ;Ok;
110363;COGMAX FOS C/60 CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 163,67; R$ -   ;Ok;
66079;COGNICX C/ 60CAPS GEL;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 79,46; R$ -   ;Ok;
60165;COL CACHEIRINHO DE BEBE LAVANDITA 210 ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > COLONIAS INFANTIS;2;2;0;R$ 22,40; R$ -   ;Ok;
60101;COL CHEIRINHO BEBE ROSA 210ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > COLONIAS INFANTIS;1;1;0;R$ 21,63; R$ -   ;Ok;
60164;COL CHEIRINHO DE BEBE BLUE 210 ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > COLONIAS INFANTIS;2;2;0;R$ 21,21; R$ -   ;Ok;
61843;COL GIOVANNA BABY  GIBY 100ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > COLONIAS INFANTIS;19;19;0;R$ 9,21; R$ -   ;Ok;
61771;COL GIOVANNA BABY  ROSA 200ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > COLONIAS INFANTIS;6;6;0;R$ 13,59; R$ -   ;Ok;
63924;COL GIOVANNA BABY BABY&KIDS AZUL 120ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > COLONIAS INFANTIS;6;6;0;R$ 20,39; R$ -   ;Ok;
57480;COL HUGGIES EXTRA SUAVE 100ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > COLONIAS INFANTIS;14;14;0;R$ 12,48; R$ -   ;Ok;
60162;COL TURMA DA XUXINHA  TOQUE DELICADO 120ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > COLONIAS INFANTIS;3;3;0;R$ 12,77; R$ -   ;Ok;
63628;COL TURMA DA XUXINHA  TOQUE DELICADO 210ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > COLONIAS INFANTIS;6;6;0;R$ 18,57; R$ -   ;Ok;
60186;COL TURMA DA XUXINHA LAVANDA 120ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > COLONIAS INFANTIS;6;6;0;R$ 12,34; R$ -   ;Ok;
69692;COL TURMA DA XUXINHA LAVANDA 400ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > COLONIAS INFANTIS;6;6;0;R$ 24,51; R$ -   ;Ok;
60163;COL TURMA DA XUXINHA SONO TRANQUILO 120ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > COLONIAS INFANTIS;2;2;0;R$ 12,74; R$ -   ;Ok;
62347;COLACT  667MG FRUTAS XPE C/ 120ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ONE;7;7;0;R$ 9,88; R$ -   ;Ok;
60580;COLACT  667MG NATURAL XPE 120ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ONE;4;4;0;R$ 8,72; R$ -   ;Ok;
60575;COLACT 667MG  AMEIXA XPE 120ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ONE;6;6;0;R$ 10,06; R$ -   ;Ok;
